,Site Number,Site Name,Year,Average Daily Volume,Latitude,Longitude
36894,112769,116 Street North of 105 Avenue,2020,18400.0,53.5485319,-113.5212674
36895,538195,Mill Woods Road North of Knottwood Road,2019,7900.0,53.4519014,-113.4482515
36896,422592,172 Avenue West of 104 Street,2018,2900.0,53.6332976,-113.5035957
36897,100692,Jasper Avenue West of 101 Street,2021,19200.0,53.5409224,-113.4946295
36898,538759,79 Street North of 106 Avenue,2022,1200.0,53.5499638,-113.4492767
36899,112085,105 Street North of  96 Avenue,2020,15100.0,53.5329909,-113.5011046
36900,250295,Calgary Trail North of  42 Avenue,2019,42600.0,53.4787825,-113.4956637
36901,264593,178 Street North of  64 Avenue,2019,12700.0,53.4999607,-113.630436
36902,255227,115 Street North of  76 Avenue,2022,1400.0,53.5127491,-113.5288217
36903,420400,Castle Downs Road West of 100 Street,2018,17300.0,53.628834,-113.5037846
36904,430857,Meridian Street North of Yellowhead Trail,2020,3900.0,53.572467,-113.34467
36905,333937,149 Street North of 116 Avenue,2021,20800.0,53.5694242,-113.5779876
36906,100956,102 Avenue West of 118 Street,2021,2400.0,53.5430226,-113.5259978
36907,250319,Calgary Trail North of Whitemud Drive CD WB,2020,33400.0,53.4822559,-113.4951511
36908,112329,110 Street North of Jasper Avenue,2021,2700.0,53.5411896,-113.5102687
36909,404352,132 Avenue West of  88 Street,2020,6900.0,53.5920943,-113.4778571
36910,100124,96 Avenue West of 101 Street,2021,1000.0,53.5324777,-113.4957626
36911,440493,92 Street North of 163 Avenue,2021,1300.0,53.6258047,-113.4828933
36912,300348,80 Avenue West of 147 Street,2022,1100.0,53.514735,-113.575481
36913,405720,134 Avenue West of 113A Street,2021,2800.0,53.5949392,-113.5176161
36914,267377,199 Street North of  45 Avenue,2019,5800.0,53.4858092,-113.6645113
36915,525928,Terrace Road West of  57 Street,2019,16000.0,53.5405483,-113.4240417
36916,403168,130 Avenue West of  81 Street,2019,1100.0,53.5891477,-113.4662199
36917,333787,St Albert Trail North of 136 Avenue,2022,39800.0,53.5984297,-113.5741385
36918,251435,106 Street North of  38 Avenue,2020,7900.0,53.4743348,-113.5047648
36919,332921,142 Street North of 100 Avenue,2021,21300.0,53.540901,-113.565678
36920,212230,Magrath Boulevard West of Magrath Road,2022,1400.0,53.4494968,-113.5612332
36921,111539,95 Street North of 107A Avenue,2022,10700.0,53.5543396,-113.4838017
36922,319404,162 Avenue West of 139 Street,2020,2100.0,53.6232072,-113.5625013
36923,443577,115 Street North of 167A Avenue North,2020,2600.0,53.6302739,-113.5216451
36924,112403,111 Street North of  99 Avenue,2022,3200.0,53.5380204,-113.5120763
36925,236848,78 Avenue West of 106 Street,2019,1000.0,53.5142518,-113.5048548
36926,336105,170 Street North of 105 Avenue,2019,30700.0,53.5508775,-113.6153544
36927,335557,139 Street North of 163 Avenue,2020,1700.0,53.624918,-113.560842
36928,313380,111 Avenue West of Groat Road,2021,26900.0,53.5589339,-113.5537419
36929,111281,90 Street North of 113 Avenue,2020,400.0,53.5635117,-113.4796378
36930,436613,66 Street North of 129 Avenue,2020,20000.0,53.5883577,-113.4429994
36931,102984,Kingsway West of Tower Road,2021,28000.0,53.5651194,-113.5187223
36932,304588,92A Avenue West of 209 Street,2022,1000.0,53.5272658,-113.6800696
36933,113069,122 Street North of 117 Avenue,2020,700.0,53.5693067,-113.532428
36934,406496,135 Avenue West of 126 Street,2018,2900.0,53.5964283,-113.5402611
36935,253427,111 Street North of  57 Avenue,2019,24300.0,53.4972912,-113.5168157
36936,537559,71 Street North of  98 Avenue,2021,1700.0,53.5380204,-113.4368661
36937,432641,Victoria Trail North of 137 Avenue,2018,14800.0,53.6013703,-113.3861803
36938,230494,Callingwood Road West of 189 Street,2019,17100.0,53.495152,-113.654953
36939,532907,37 Street North of  28 Avenue,2021,1900.0,53.4585309,-113.3976556
36940,403224,130 Avenue West of  90 Street,2021,500.0,53.5891317,-113.4807979
36941,524800,94 Avenue West of  75 Street,2021,900.0,53.5304786,-113.4448161
36942,337201,189 Street North of  95A Avenue,2022,2200.0,53.5308527,-113.649061
36943,265390,184 Street North of Cameron Heights Road,2019,4600.0,53.4674293,-113.6294648
36944,523276,88 Avenue West of  90 Street West,2020,2900.0,53.523486,-113.4662559
36945,441289,97 Street North of 157 Avenue,2019,45200.0,53.6191586,-113.4918146
36946,444789,127 Street North of 158 Avenue,2022,21300.0,53.6221084,-113.5411064
36947,402828,129B Avenue West of  96 Street,2022,1600.0,53.5891104,-113.491239
36948,227536,Wilson Lane West of Prestige Point,2019,300.0,53.4916202,-113.6058396
36949,332973,142 Street North of McQueen Road,2020,11700.0,53.557535,-113.565803
36950,403192,130 Avenue West of  85 Street,2021,2200.0,53.5891371,-113.4717058
36951,318720,Anthony Henday Drive North West of St Albert Trail,2021,52800.0,53.6105,-113.6125
36952,439005,82 Street North of 173 Avenue,2020,10300.0,53.6381766,-113.466067
36953,250133,Gateway Boulevard North of  71 Avenue,2018,24800.0,53.5088985,-113.4941169
36954,214756,Hodgson Road West of Hodgson Way,2021,1100.0,53.4571387,-113.5607206
36955,237730,81 Avenue West of 104 Street,2021,800.0,53.5170859,-113.499243
36956,100168,97 Avenue NW West of 104 Street NW,2020,28000.0,53.5340011,-113.5003222
36957,511240,Silver Berry Road West of  24 Street,2018,1800.0,53.4570959,-113.3803167
36958,520924,76 Avenue West of  81 Street,2022,4300.0,53.5123052,-113.4526492
36959,522340,83 Avenue West of 101 Street,2022,1600.0,53.5190804,-113.492642
36960,332453,139 Street North of 119 Avenue,2021,1500.0,53.5723881,-113.5613502
36961,516860,Milbourne Road W West of  79 Street,2018,3000.0,53.4808966,-113.4557248
36962,238696,87 Avenue West of 116 Street,2022,10900.0,53.5229514,-113.5316456
36963,214204,25 Avenue West of 117 Street,2020,800.0,53.4566193,-113.532347
36964,223330,Whitemud Drive CD Westbound West of 106 Street,2020,5700.0,53.4820204,-113.5055832
36965,330873,Wellington Crescent South of 102 Avenue,2018,500.0,53.5424134,-113.5457379
36966,540541,91 Street South of  63 Avenue,2020,17300.0,53.498757,-113.4671732
36967,407092,136 Avenue West of  88 Street,2022,600.0,53.5984671,-113.4774434
36968,434385,50 Street North of 162 Avenue,2021,10000.0,53.6225671,-113.4133848
36969,331925,136 Street North of 106 Avenue,2022,2500.0,53.5497929,-113.5563409
36970,112043,104 Street North of  97 Avenue,2022,700.0,53.5348403,-113.499225
36971,236104,76 Avenue West of 173 Street,2022,3000.0,53.5090643,-113.6232954
36972,308184,100 Avenue West of 170 Street,2020,22100.0,53.5392924,-113.6161188
36973,111769,Scona Road North of 94 Avenue,2020,23800.0,53.531559,-113.485466
36974,334853,156 Street North of 123 Avenue,2020,26500.0,53.5786731,-113.590767
36975,520180,Argyll Road West of  72 Street,2019,17800.0,53.5095938,-113.4401935
36976,541235,Parsons Road SW North of  95 Street SW,2020,10500.0,53.423849,-113.479959
36977,226150,51 Avenue West of 111A Street,2020,7100.0,53.48825,-113.519549
36978,259534,Rabbit Hill Road North of Anthony Henday Drive,2018,24600.0,53.4338551,-113.5771153
36979,416256,158 Avenue West of 109 Street,2021,900.0,53.6195107,-113.5127598
36980,511460,28A Avenue West of  33 Street,2021,2400.0,53.4591842,-113.3920798
36981,307216,98 Avenue West of 151 Street,2019,900.0,53.5361658,-113.5823943
36982,253517,111 Street North of  82 Avenue,2021,1900.0,53.5186633,-113.517787
36983,532419,34 Street SW North of Ellerslie Road SW,2021,4700.0,53.4263804,-113.3935637
36984,435161,Manning Drive North of 160 Avenue,2020,27600.0,53.625506,-113.3976556
36985,101330,104 Avenue West of 120 Street,2021,22300.0,53.5462075,-113.5295861
36986,310360,105 Avenue West of 151 Street,2022,800.0,53.5479708,-113.5823943
36987,112565,113 Street North of 109A Avenue,2019,900.0,53.5561293,-113.5157905
36988,104422,118 Avenue West of  92 Street,2021,13400.0,53.5704175,-113.4835049
36989,308904,Stony Plain Road West of 148 Street,2021,23200.0,53.5420126,-113.5768904
36990,535575,56 Street North of  85 Avenue,2022,1200.0,53.520909,-113.4228546
36991,300005,122 Street North of 119 Avenue,2019,700.0,53.5727993,-113.532446
36992,518900,64 Avenue West of  27 Street,2019,900.0,53.501191,-113.3841928
36993,401424,127 Avenue West of 107 Street,2018,14400.0,53.5848931,-113.5065005
36994,405516,134 Avenue West of  82 Street,2018,1000.0,53.5953769,-113.4684322
36995,515356,38 Avenue West of Millbourne Road East,2021,10000.0,53.4740939,-113.447541
36996,203096,Callaghan Drive SW East of James Mowatt Trail SW,2018,2200.0,53.4136249,-113.5224545
36997,409976,144 Avenue West of  64 Street,2018,5600.0,53.6048496,-113.440967
36998,224896,48 Avenue West of Gateway Boulevard,2022,1600.0,53.4855523,-113.4935593
36999,536767,66 Street North of  34 Avenue,2020,25000.0,53.4697313,-113.4379542
37000,507744,Knottwood Road W West of  87 Street,2019,2100.0,53.4431444,-113.4619032
37001,311136,107 Avenue West of 131 Street,2019,25600.0,53.5510431,-113.5481121
37002,229732,Wanyandi Road West of Whiston Road,2019,2700.0,53.4968579,-113.6094908
37003,255713,117 Street North of  83 Avenue,2022,3400.0,53.519494,-113.532473
37004,336069,170 Street North of  90 Avenue,2021,42100.0,53.530141,-113.615251
37005,311344,107 Avenue West of 182 Street,2022,8600.0,53.5532283,-113.6378464
37006,256721,122 Street North of Whitemud Drive EB,2022,21400.0,53.4830693,-113.5411694
37007,430253,17 Street NE North of 195 Avenue NE,2019,200.0,53.659043,-113.320067
37008,510272,23 Avenue West of  72 Street,2019,20300.0,53.4534063,-113.4455355
37009,404408,132 Avenue West  97 Street,2019,9500.0,53.5920889,-113.4930287
37010,420224,167 Avenue West of Brintnell Boulevard,2020,8200.0,53.6286793,-113.4092659
37011,213556,23 Avenue West of 184 Street,2019,3300.0,53.4540382,-113.6634951
37012,439265,84 Street North of 162 Avenue North,2019,2900.0,53.6233939,-113.4729468
37013,434833,54 Street North of 152B Avenue,2019,1500.0,53.6155418,-113.4246982
37014,334809,156 Street North of 107 Avenue,2019,16400.0,53.551994,-113.590391
37015,227458,54 Avenue West of 111A Street,2020,600.0,53.4906196,-113.5198914
37016,315832,123 Avenue West of 123 Street,2020,400.0,53.5777654,-113.535045
37017,526936,104 Avenue  West of  77 Street,2022,500.0,53.5463358,-113.4469654
37018,207316,Windemere Boulevard SW West of Windemere Road SW,2021,7800.0,53.43941,-113.62
37019,331241,132 Street North of 114 Avenue,2020,500.0,53.5644571,-113.5494701
37020,338009,Breckenridge Drive North of Breckenridge Bay,2019,1100.0,53.5152357,-113.6864638
37021,112091,105 Street North of  99 Avenue,2021,13700.0,53.5380204,-113.5010956
37022,112545,113 Street North of 100 Avenue,2021,1400.0,53.5400192,-113.5157995
37023,101182,103A Avenue West of  96 Street,2022,12100.0,53.5469289,-113.4856902
37024,314972,118 Avenue West of 145 Street,2020,13200.0,53.5704282,-113.5736709
37025,444729,127 Street North of 129 Avenue,2021,23200.0,53.5884485,-113.5412593
37026,207244,Windermere Boulevard SW West of Currents Drive East SW,2020,6700.0,53.4343266,-113.6012261
37027,105800,122 Avenue West of 102 Street,2018,3500.0,53.5767295,-113.4964461
37028,200116,41 Avenue SW West of 127 Street SW,2020,600.0,53.3957876,-113.5414751
37029,100944,102 Avenue West of 115 Street,2022,2900.0,53.543028,-113.5203501
37030,253307,111 Street North of Anthony Henday Drive Westbound,2020,25500.0,53.4376589,-113.5186144
37031,537535,71 Street North of  83 Avenue,2020,1900.0,53.5200428,-113.4367941
37032,105800,122 Avenue West of 102 Street,2022,3700.0,53.5767295,-113.4964461
37033,251621,106 Street North of  76 Avenue,2021,2600.0,53.5125298,-113.5042792
37034,406076,135 Avenue West of Clareview Road,2022,1200.0,53.5966044,-113.3842827
37035,259783,Bulyea Road South of Burton Road,2019,5800.0,53.4738049,-113.5711977
37036,437637,Wayne Gretzky Drive Northbound North of 116 Avenue,2018,19500.0,53.56888,-113.451621
37037,301244,83 Avenue West of 156 Street,2018,500.0,53.5161608,-113.5924667
37038,254123,112 Street North of  81 Avenue,2022,800.0,53.5174762,-113.5207278
37039,337397,Ray Gibbons Drive North of Anthony Henday Drive,2022,22000.0,53.5924839,-113.6498884
37040,102802,112 Avenue West of  84 Street,2019,15800.0,53.5611187,-113.4710763
37041,259783,Bulyea Road South of Burton Road,2020,5000.0,53.4738049,-113.5711977
37042,105712,122 Avenue West of Fort Road,2022,1900.0,53.5767295,-113.4595829
37043,409888,Miller Boulevard West of Manning Drive Southbound,2018,4800.0,53.60708,-113.4139423
37044,111907,101 Street North of 113 Avenue,2021,8800.0,53.5633728,-113.4937122
37045,313960,114 Avenue West of 127 Street,2019,500.0,53.5636399,-113.5418079
37046,200116,41 Avenue SW West of 127 Street SW,2019,600.0,53.3957876,-113.5414751
37047,226234,51 Avenue West of 116 Street,2019,6200.0,53.4882867,-113.5352518
37048,105340,121 Avenue West of  51 Street,2019,1700.0,53.5750688,-113.4207592
37049,536741,66 Street North of Anthony Henday Drive,2019,12800.0,53.4370107,-113.4410299
37050,111417,Alex Taylor Road North of Rowland Road,2020,3100.0,53.546635,-113.4756178
37051,251153,105 Street North of  81 Avenue,2021,6700.0,53.5175671,-113.500511
37052,103414,114 Avenue West of  92 Street,2022,700.0,53.5642702,-113.4834509
37053,228250,57 Avenue West of 109 Street,2019,1100.0,53.4941187,-113.5127238
37054,103012,113 Avenue West of  30 Street,2019,1200.0,53.5660755,-113.389166
37055,503760,Summerside Drive SW West of Sheppard Court SW,2020,4000.0,53.4202497,-113.4728659
37056,100386,99 Avenue West of 107 Street,2021,4100.0,53.5372668,-113.5057181
37057,541235,Parsons Road SW North of  95 Street SW,2018,11900.0,53.423849,-113.479959
37058,410636,145 Avenue West of 116 Street,2020,2900.0,53.6073628,-113.5224725
37059,309924,104 Avenue West of 147 Street,2021,1100.0,53.5463251,-113.5751547
37060,235840,76 Avenue West of 111 Street,2019,6500.0,53.5122678,-113.5183266
37061,309400,Stony Plain Road West of 137 Street,2021,18200.0,53.5441609,-113.5587691
37062,417732,162 Avenue West of  77 Street,2018,900.0,53.6235432,-113.4626766
37063,111523,95 Street North of 102A Avenue,2022,12900.0,53.5459296,-113.4831811
37064,535253,Watt Drive SW North of  22 Avenue SW,2021,1900.0,53.414669,-113.426306
37065,523432,89 Avenue West of  68A Street,2019,500.0,53.5242666,-113.434294
37066,541852,Saskatchewan Drive North of  91 Avenue,2018,16500.0,53.5267846,-113.4874349
37067,414420,153 Avenue West of Veterans Way,2021,20400.0,53.6142241,-113.5130926
37068,330049,124 Street North of 118 Avenue,2020,3400.0,53.5710637,-113.5360073
37069,410620,145 Avenue West of Castle Downs Road,2020,3400.0,53.6070907,-113.5177241
37070,310556,106 Avenue West of 128 Street,2021,400.0,53.5493708,-113.5437324
37071,232768,68 Avenue West of 104 Street,2022,1200.0,53.5043309,-113.4984246
37072,513032,34 Avenue West of  91 Street,2019,22900.0,53.4653414,-113.4689628
37073,316414,Yellowhead Trail West of 231 Street,2019,61500.0,53.569825,-113.716499
37074,230422,Wanyandi Road West of Walker Road,2018,2400.0,53.5015333,-113.6084476
37075,112007,103 Street North of 103 Avenue,2019,5900.0,53.5453632,-113.4973724
37076,436657,66 Street North of 144 Avenue,2022,22300.0,53.6072668,-113.4428016
37077,112765,116 Street North of 104 Avenue,2019,22400.0,53.5469663,-113.5212944
37078,111027,82 Street North of 123 Avenue,2021,24900.0,53.579207,-113.467371
37079,436609,66 Street North of 128 Avenue,2019,16600.0,53.5868576,-113.4429545
37080,251939,107 Street North of 78 Avenue,2021,1300.0,53.5147491,-113.5063117
37081,101744,107 Avenue West of 105 Street,2020,20200.0,53.5514171,-113.5016802
37082,600003,75 Street Southbound North of  96A Avenue,2019,700.0,53.5373898,-113.4430804
37083,420420,167 Avenue West of 112 Street,2019,13000.0,53.6288233,-113.5194328
37084,415872,Brintnell Boulevard West of  50 Street,2022,700.0,53.6202895,-113.4167842
37085,530565,Tamarack Way North of Maple Road,2018,6600.0,53.4771234,-113.3642189
37086,334785,156 Street North of 102 Avenue,2022,17200.0,53.54407,-113.5903083
37087,530683,17 Street SW North of  28 Avenue SW,2022,900.0,53.416112,-113.3690032
37088,264581,Lessard Road North of  59 Avenue,2018,13900.0,53.4956809,-113.6292309
37089,415740,157 Avenue West of 116 Street,2020,1400.0,53.6192707,-113.5253413
37090,507652,12 Avenue West of  66 Street,2020,1000.0,53.4416713,-113.4399957
37091,525136,95 Avenue West of  79 Street,2021,2500.0,53.533047,-113.449441
37092,253145,110 Street North of  88 Avenue,2022,3400.0,53.5243094,-113.5149811
37093,435941,61 Street North of 152 Avenue,2021,800.0,53.6132691,-113.4360926
37094,336533,178 Street North of  98 Avenue,2020,27200.0,53.5339209,-113.6287273
37095,265235,184 Street SW North of  41 Avenue SW,2019,200.0,53.396236,-113.63933
37096,112171,106 Street North of Princess Elizabeth Avenue,2021,12200.0,53.5671223,-113.5029662
37097,111827,100 Street North of 103 Avenue,2019,9600.0,53.5457586,-113.4911581
37098,112757,116 Street North of Jasper Avenue,2021,11600.0,53.5420073,-113.5213034
37099,267251,199 Street North of  23 Avenue,2020,3900.0,53.4548843,-113.6643135
37100,520784,76 Avenue West of  34 Street,2020,5000.0,53.5123801,-113.3979704
37101,337439,199 Street South of Trumpeter Way,2021,1100.0,53.5885,-113.6641
37102,520860,76 Avenue West of Girard Road,2021,1900.0,53.5122838,-113.4351394
37103,250073,Gateway Boulevard North of Whitemud Drive CD EB,2022,39300.0,53.480067,-113.4920754
37104,334879,156 Street North of 145 Avenue,2019,12800.0,53.6094651,-113.5910637
37105,110037,32 Street North of 110 Avenue,2021,800.0,53.5635758,-113.3894358
37106,403700,131 Avenue West of Fort Road,2021,1000.0,53.5905356,-113.4344918
37107,527756,Rowland Road West of  84 Street,2019,11800.0,53.5497768,-113.45818
37108,538679,79 Street North of  83 Avenue,2021,3400.0,53.5195509,-113.4490159
37109,401440,127 Avenue West of 113A Street,2020,9200.0,53.5849571,-113.5174183
37110,538039,75 Street North of  81 Avenue,2020,36500.0,53.5175244,-113.4428735
